Date,Open,High,Low,Close(t),Volume,SD20,Upper_Band,Lower_Band,S_Close(t-1),S_Close(t-2),S_Close(t-3),S_Close(t-5),S_Open(t-1),MA5,MA10,MA20,MA50,MA200,EMA10,EMA20,EMA50,EMA100,EMA200,MACD,MACD_EMA,ATR,ADX,CCI,ROC,RSI,William%R,SO%K,STD5,ForceIndex1,ForceIndex20,Date_col,Day,DayofWeek,DayofYear,Week,Is_month_end,Is_month_start,Is_quarter_end,Is_quarter_start,Is_year_end,Is_year_start,Is_leap_year,Year,Month,QQQ_Close,QQQ(t-1),QQQ(t-2),QQQ(t-5),QQQ_MA10,QQQ_MA20,QQQ_MA50,SnP_Close,SnP(t-1)),SnP(t-5),DJIA_Close,DJIA(t-1)),DJIA(t-5),Close_forcast
2019-06-28,2.6,2.63,2.51,2.55,17640326.0,0.1606065804512541,2.9767131609025057,2.334286839097489,2.6,2.55,2.6,2.64,2.51,2.588000000000003,2.614000000000003,2.6554999999999973,3.742,6.152849999999997,2.5868671101486505,2.5868671101486505,2.5868671101486505,2.5868671101486505,2.5868671101486505,-0.3316613450408381,-0.4034864811814861,0.2240345393202264,38.96835417945946,1333.3333333333333,5.371900826446277,32.62755256292248,-71.42857142857146,28.57142857142854,0.016751194184261426,-882016.3000000047,-8820163.0,2019-06-28,28,4,179,26,0,0,0,0,0,0,0,2019,6,186.74,186.5,185.79,188.57,186.68000000000015,183.08199999999997,183.8431999999999,2941.76,2924.9199,2950.46,26599.9609,26526.5801,26719.1309,2.6
2019-07-01,2.67,2.68,2.58,2.6,19541552.0,0.14399835525388568,2.925496710507769,2.349503289492226,2.55,2.6,2.55,2.64,2.6,2.5800000000000027,2.628000000000003,2.6374999999999975,3.6982,6.132849999999998,2.5912447400991008,2.5912447400991008,2.5912447400991008,2.5912447400991008,2.5912447400991008,-0.3112581176040008,-0.3850408084659891,0.21731778651163883,37.91968111584372,1333.3333333333335,5.691056910569111,35.07270502062322,-64.28571428571426,35.71428571428573,0.020595458052292855,977077.6000000052,-7034958.719999998,2019-07-01,1,0,182,27,0,1,0,1,0,0,0,2019,7,189.26,186.74,186.5,188.16,187.23200000000014,184.039,183.88059999999993,2964.3301,2941.76,2945.3501,26717.4297,26599.9609,26727.5391,2.82
2019-07-02,2.6,2.845,2.57,2.82,35317275.0,0.11762003946711383,2.861740078934225,2.3912599210657697,2.6,2.55,2.6,2.6,2.67,2.624000000000003,2.6570000000000027,2.6264999999999974,3.659,6.088949999999998,2.6674964933994008,2.6674964933994008,2.6674964933994008,2.6674964933994008,2.6674964933994008,-0.2741757243973155,-0.3628677916522544,0.22143794461795038,36.003393446600825,1333.3333333333335,11.462450592885377,44.600021179955476,-32.85714285714287,67.14285714285714,0.04245807312987382,7769800.499999992,-7769800.5000000065,2019-07-02,2,1,183,27,0,0,0,0,0,0,0,2019,7,190.01,189.26,186.74,184.93,187.59200000000013,184.794,183.92239999999995,2973.01,2964.3301,2917.3799,26786.6797,26717.4297,26548.2207,3.13
2019-07-03,2.93,3.29,2.9,3.13,75342426.0,0.15735561468762074,2.9562112293752394,2.3267887706247565,2.82,2.6,2.55,2.55,2.6,2.740000000000003,2.696000000000003,2.641499999999998,3.6249999999999996,6.055099999999998,2.821664328932934,2.821664328932934,2.821664328932934,2.821664328932934,2.821664328932934,-0.21726871291746486,-0.33374797590529653,0.23919237714523964,34.50963090797013,1333.3333333333333,14.233576642335755,54.68944462751989,-17.0212765957447,82.9787234042553,0.05286386305467232,23356152.060000002,22602727.799999986,2019-07-03,3,2,184,27,0,0,0,0,0,0,0,2019,7,191.44,190.01,189.26,185.79,188.0250000000001,185.5555,183.94499999999996,2995.8201,2973.01,2913.78,26966.0,26786.6797,26536.8203,3.26
2019-07-05,3.31,3.34,3.15,3.26,35914642.0,0.20955089822618964,3.091101796452377,2.252898203547619,3.13,2.82,2.6,2.6,2.93,2.872000000000003,2.739000000000003,2.671999999999998,3.5901999999999994,6.0288999999999975,2.9677762192886226,2.9677762192886226,2.9677762192886226,2.9677762192886226,2.9677762192886226,-0.15983708041424904,-0.29896579680708707,0.23710720734915108,33.29073137712256,1333.3333333333335,15.19434628975264,58.132911088741324,-8.08080808080809,91.91919191919192,0.051335391623410186,4668903.459999996,21907931.619999997,2019-07-05,5,4,186,27,0,0,0,0,0,0,0,2019,7,191.05,191.44,190.01,186.5,188.24500000000012,186.22750000000002,183.97179999999997,2990.4099,2995.8201,2924.9199,26922.1191,26966.0,26526.5801,3.49
2019-07-08,3.21,3.5,3.13,3.49,40423954.0,0.27806237467618744,3.264624749352373,2.1523752506476233,3.26,3.13,2.82,2.55,3.31,3.060000000000003,2.824000000000003,2.708499999999998,3.5619999999999994,6.0079499999999975,3.141850812859082,3.141850812859082,3.141850812859082,3.141850812859082,3.141850812859082,-0.09467170360501376,-0.2581069781666724,0.24659954968135459,32.67320804400448,1333.3333333333335,32.196969696969695,63.42843767490637,-0.9433962264150743,99.05660377358492,0.03551417860518227,9297509.420000017,29509486.420000017,2019-07-08,8,0,189,28,0,0,0,0,0,0,0,2019,7,189.71,191.05,191.44,186.74,188.35900000000012,186.661,183.95639999999995,2975.95,2990.4099,2941.76,26806.1406,26922.1191,26599.9609,3.69
2019-07-09,3.575,3.9,3.42,3.69,87406073.0,0.35318513111700905,3.467870262234016,2.0551297377659794,3.49,3.26,3.13,2.6,3.21,3.278000000000003,2.929000000000003,2.7614999999999976,3.5373999999999994,5.9838999999999976,3.324567208572722,3.324567208572722,3.324567208572722,3.324567208572722,3.324567208572722,-0.026582913186325552,-0.21180216517060305,0.2632710104184007,33.12335516151016,1333.3333333333333,39.772727272727266,67.30147269692264,-14.383561643835614,85.61643835616438,0.02617661485189489,17481214.599999975,92650437.38000001,2019-07-09,9,1,190,28,0,0,0,0,0,0,0,2019,7,190.66,189.71,191.05,189.26,188.60900000000012,187.0365,183.95659999999995,2979.6299,2975.95,2964.3301,26783.4902,26806.1406,26717.4297,3.68
2019-07-10,3.95,4.0,3.6,3.68,85126060.0,0.4061047311120765,3.6272094622241506,2.002790537775845,3.69,3.49,3.26,2.82,3.575,3.450000000000003,3.0370000000000035,2.8149999999999977,3.5114,5.958399999999998,3.443044805715148,3.443044805715148,3.443044805715148,3.443044805715148,3.443044805715148,0.026268223616764175,-0.16418808741312962,0.27303736681708635,33.75364897254122,1333.3333333333335,41.53846153846154,66.91986453813483,-20.5128205128205,79.48717948717949,0.041157218614728514,-851260.5999999818,91084884.20000002,2019-07-10,10,2,191,28,0,0,0,0,0,0,0,2019,7,192.56,190.66,189.71,190.01,189.37200000000013,187.4945,183.98739999999995,2993.0701,2979.6299,2973.01,26860.1992,26783.4902,26786.6797,3.42
2019-07-11,3.64,3.68,3.32,3.42,57070344.0,0.4224898005620727,3.7034796011241435,2.0135203988758525,3.68,3.69,3.49,3.13,3.95,3.5080000000000036,3.124000000000003,2.858499999999998,3.4827999999999997,5.932549999999999,3.435363203810099,3.435363203810099,3.435363203810099,3.435363203810099,3.435363203810099,0.04663571571472014,-0.12202332678755967,0.2792489834730088,33.04053908169406,1333.3333333333335,34.117647058823536,57.75108986922886,-37.17948717948718,62.82051282051282,0.057317983221006806,-14838289.440000013,49651199.28000001,2019-07-11,11,3,192,28,0,0,0,0,0,0,0,2019,7,192.42,192.56,190.66,191.44,190.03500000000014,187.99849999999998,184.04499999999993,2999.9099,2993.0701,2995.8201,27088.0801,26860.1992,26966.0,3.45
2019-07-12,3.34,3.639,3.32,3.45,39432181.0,0.4342870745922872,3.7735741491845722,2.036425850815424,3.42,3.68,3.69,3.26,3.64,3.546000000000004,3.209000000000003,2.904999999999998,3.4581999999999993,5.91045,3.4402421358733997,3.4402421358733997,3.4402421358733997,3.4402421358733997,3.4402421358733997,0.0644548537890195,-0.08472769067224384,0.2820883417963653,32.37836561162168,1333.3333333333335,32.69230769230769,58.45833943490888,-35.25641025641024,64.74358974358975,0.05598457751832702,1182965.4300000097,36671928.330000006,2019-07-12,12,4,193,28,0,0,0,0,0,0,0,2019,7,193.53,192.42,192.56,191.05,190.73800000000014,188.504,184.13699999999994,3013.77,2999.9099,2990.4099,27332.0293,27088.0801,26922.1191,3.39
